0ElectionDate,1OfficeCode(Text),2DistrictCode(Text),3StatusCode,4CountyCode,5CountyName,6OfficeDescription,7PartyOrder,8PartyName,9PartyDescription,10CandidateID,11CandidateLastName,12CandidateFirstName,13CandidateMiddleName,14CandidateFormerName,15CandidateVotes,16WriteIn(W)/Uncommitted(Z),17Recount(*),18Nominated(N)/Elected(E)
11/8/22,6,100,0,31,HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,8817,,,E
11/8/22,6,100,0,31,HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,160,,,
11/8/22,6,100,0,31,HOUGHTON,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,255,,,
11/8/22,6,100,0,35,IOSCO,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,4279,,,
11/8/22,6,100,0,35,IOSCO,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,7703,,,E
11/8/22,6,100,0,35,IOSCO,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,144,,,
11/8/22,6,100,0,35,IOSCO,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,230,,,
11/8/22,6,100,0,36,IRON,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,1898,,,
11/8/22,6,100,0,36,IRON,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,3579,,,E
11/8/22,6,100,0,36,IRON,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,54,,,
11/8/22,6,100,0,36,IRON,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,67,,,
11/8/22,6,100,0,40,KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,2366,,,
11/8/22,6,100,0,40,KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,6117,,,E
11/8/22,6,100,0,40,KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,127,,,
11/8/22,6,100,0,40,KALKASKA,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,152,,,
11/8/22,6,100,0,42,KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,567,,,
11/8/22,6,100,0,42,KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,782,,,E
11/8/22,6,100,0,42,KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,16,,,
11/8/22,6,100,0,42,KEWEENAW,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,17,,,
11/8/22,6,100,0,45,LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,7467,,,
11/8/22,6,100,0,45,LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,7477,,,E
11/8/22,6,100,0,45,LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,181,,,
11/8/22,6,100,0,45,LEELANAU,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,125,,,
11/8/22,6,100,0,48,LUCE,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,603,,,
11/8/22,6,100,0,48,LUCE,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,1666,,,E
11/8/22,6,100,0,48,LUCE,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,31,,,
11/8/22,6,100,0,48,LUCE,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,37,,,
11/8/22,6,100,0,49,MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,2000,,,
11/8/22,6,100,0,49,MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,3774,,,E
11/8/22,6,100,0,49,MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,50,,,
11/8/22,6,100,0,49,MACKINAC,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,111,,,
11/8/22,6,100,0,52,MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,16933,,,
11/8/22,6,100,0,52,MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,13469,,,E
11/8/22,6,100,0,52,MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,326,,,
11/8/22,6,100,0,52,MARQUETTE,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,438,,,
11/8/22,6,100,0,55,MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,2986,,,
11/8/22,6,100,0,55,MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,6336,,,E
11/8/22,6,100,0,55,MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,97,,,
11/8/22,6,100,0,55,MENOMINEE,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,142,,,
11/8/22,6,100,0,57,MISSAUKEE,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,1462,,,
11/8/22,6,100,0,57,MISSAUKEE,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,5734,,,E
11/8/22,6,100,0,57,MISSAUKEE,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,100,,,
11/8/22,6,100,0,57,MISSAUKEE,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,91,,,
11/8/22,6,100,0,60,MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,1273,,,
11/8/22,6,100,0,60,MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,3659,,,E
11/8/22,6,100,0,60,MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,54,,,
11/8/22,6,100,0,60,MONTMORENCY,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,74,,,
11/8/22,6,100,0,65,OGEMAW,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,2745,,,
11/8/22,6,100,0,65,OGEMAW,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,6542,,,E
11/8/22,6,100,0,65,OGEMAW,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,117,,,
11/8/22,6,100,0,65,OGEMAW,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,174,,,
11/8/22,6,100,0,66,ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,1068,,,
11/8/22,6,100,0,66,ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,2085,,,E
11/8/22,6,100,0,66,ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,32,,,
11/8/22,6,100,0,66,ONTONAGON,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,65,,,
11/8/22,6,100,0,68,OSCODA,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,1014,,,
11/8/22,6,100,0,68,OSCODA,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,2851,,,E
11/8/22,6,100,0,68,OSCODA,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,37,,,
11/8/22,6,100,0,68,OSCODA,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,54,,,
11/8/22,6,100,0,69,OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,3752,,,
11/8/22,6,100,0,69,OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,8239,,,E
11/8/22,6,100,0,69,OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,156,,,
11/8/22,6,100,0,69,OTSEGO,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,194,,,
11/8/22,6,100,0,71,PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,2323,,,
11/8/22,6,100,0,71,PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,4739,,,E
11/8/22,6,100,0,71,PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,76,,,
11/8/22,6,100,0,71,PRESQUE ISLE,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,104,,,
11/8/22,6,100,0,72,ROSCOMMON,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,4002,,,
11/8/22,6,100,0,72,ROSCOMMON,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,8351,,,E
11/8/22,6,100,0,72,ROSCOMMON,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,134,,,
11/8/22,6,100,0,72,ROSCOMMON,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,215,,,
11/8/22,6,100,0,77,SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,1250,,,
11/8/22,6,100,0,77,SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,2523,,,E
11/8/22,6,100,0,77,SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,43,,,
11/8/22,6,100,0,77,SCHOOLCRAFT,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,53,,,
11/8/22,6,100,0,83,WEXFORD,1st District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1445,Lorinser,Bob,,,454,,,
11/8/22,6,100,0,83,WEXFORD,1st District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1429,Bergman,Jack,,,1300,,,E
11/8/22,6,100,0,83,WEXFORD,1st District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1497,Gale,Andrew,,,25,,,
11/8/22,6,100,0,83,WEXFORD,1st District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1494,Hakola,Liz,,,34,,,
11/8/22,6,200,0,8,BARRY,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,9860,,,
11/8/22,6,200,0,8,BARRY,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,19423,,,E
11/8/22,6,200,0,8,BARRY,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,640,,,
11/8/22,6,200,0,18,CLARE,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,4011,,,
11/8/22,6,200,0,18,CLARE,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,8756,,,E
11/8/22,6,200,0,18,CLARE,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,225,,,
11/8/22,6,200,0,23,EATON,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,675,,,
11/8/22,6,200,0,23,EATON,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,1469,,,E
11/8/22,6,200,0,23,EATON,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,48,,,
11/8/22,6,200,0,26,GLADWIN,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,3379,,,
11/8/22,6,200,0,26,GLADWIN,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,8274,,,E
11/8/22,6,200,0,26,GLADWIN,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,204,,,
11/8/22,6,200,0,29,GRATIOT,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,4925,,,
11/8/22,6,200,0,29,GRATIOT,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,9842,,,E
11/8/22,6,200,0,29,GRATIOT,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,307,,,
11/8/22,6,200,0,34,IONIA,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,8855,,,
11/8/22,6,200,0,34,IONIA,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,16680,,,E
11/8/22,6,200,0,34,IONIA,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,656,,,
11/8/22,6,200,0,37,ISABELLA,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,10584,,,
11/8/22,6,200,0,37,ISABELLA,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,12288,,,E
11/8/22,6,200,0,37,ISABELLA,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,443,,,
11/8/22,6,200,0,41,KENT,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,16982,,,
11/8/22,6,200,0,41,KENT,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,32393,,,E
11/8/22,6,200,0,41,KENT,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,992,,,
11/8/22,6,200,0,43,LAKE,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,1732,,,
11/8/22,6,200,0,43,LAKE,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,3322,,,E
11/8/22,6,200,0,43,LAKE,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,101,,,
11/8/22,6,200,0,51,MANISTEE,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,5112,,,
11/8/22,6,200,0,51,MANISTEE,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,6970,,,E
11/8/22,6,200,0,51,MANISTEE,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,221,,,
11/8/22,6,200,0,53,MASON,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,5504,,,
11/8/22,6,200,0,53,MASON,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,8763,,,E
11/8/22,6,200,0,53,MASON,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,248,,,
11/8/22,6,200,0,54,MECOSTA,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,5713,,,
11/8/22,6,200,0,54,MECOSTA,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,11190,,,E
11/8/22,6,200,0,54,MECOSTA,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,365,,,
11/8/22,6,200,0,56,MIDLAND,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,1211,,,
11/8/22,6,200,0,56,MIDLAND,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,2993,,,E
11/8/22,6,200,0,56,MIDLAND,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,82,,,
11/8/22,6,200,0,59,MONTCALM,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,7797,,,
11/8/22,6,200,0,59,MONTCALM,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,17286,,,E
11/8/22,6,200,0,59,MONTCALM,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,539,,,
11/8/22,6,200,0,61,MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,12733,,,
11/8/22,6,200,0,61,MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,16694,,,E
11/8/22,6,200,0,61,MUSKEGON,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,624,,,
11/8/22,6,200,0,62,NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,6388,,,
11/8/22,6,200,0,62,NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,15487,,,E
11/8/22,6,200,0,62,NEWAYGO,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,453,,,
11/8/22,6,200,0,64,OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,4104,,,
11/8/22,6,200,0,64,OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,7467,,,E
11/8/22,6,200,0,64,OCEANA,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,206,,,
11/8/22,6,200,0,67,OSCEOLA,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,2534,,,
11/8/22,6,200,0,67,OSCEOLA,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,7439,,,E
11/8/22,6,200,0,67,OSCEOLA,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,224,,,
11/8/22,6,200,0,70,OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,258,,,
11/8/22,6,200,0,70,OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,795,,,E
11/8/22,6,200,0,70,OTTAWA,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,21,,,
11/8/22,6,200,0,83,WEXFORD,2nd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1474,Hilliard,Jerry,,,4095,,,
11/8/22,6,200,0,83,WEXFORD,2nd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1422,Moolenaar,John,,,8691,,,E
11/8/22,6,200,0,83,WEXFORD,2nd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1498,Hewer,Nathan,,,248,,,
11/8/22,6,300,0,41,KENT,3rd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1451,Scholten,Hillary,,,139812,,,E
11/8/22,6,300,0,41,KENT,3rd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1440,Gibbs,John,,,98016,,,
11/8/22,6,300,0,41,KENT,3rd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1505,Lewis,Jamie,,,4726,,,
11/8/22,6,300,0,41,KENT,3rd District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1489,Palus,Louis,,,2733,,,
11/8/22,6,300,0,61,MUSKEGON,3rd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1451,Scholten,Hillary,,,24013,,,E
11/8/22,6,300,0,61,MUSKEGON,3rd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1440,Gibbs,John,,,16420,,,
11/8/22,6,300,0,61,MUSKEGON,3rd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1505,Lewis,Jamie,,,856,,,
11/8/22,6,300,0,61,MUSKEGON,3rd District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1489,Palus,Louis,,,793,,,
11/8/22,6,300,0,70,OTTAWA,3rd District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1451,Scholten,Hillary,,,22164,,,E
11/8/22,6,300,0,70,OTTAWA,3rd District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1440,Gibbs,John,,,27793,,,
11/8/22,6,300,0,70,OTTAWA,3rd District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1505,Lewis,Jamie,,,1052,,,
11/8/22,6,300,0,70,OTTAWA,3rd District Representative in Congress 2 Year Term (1) Position,5,WCP,Working Class,-1489,Palus,Louis,,,610,,,
11/8/22,6,400,0,3,ALLEGAN,4th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1486,Alfonso,Joseph,,,18664,,,
11/8/22,6,400,0,3,ALLEGAN,4th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1420,Huizenga,Bill,,,36312,,,E
11/8/22,6,400,0,3,ALLEGAN,4th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1504,Wenke,Lorence,,,1124,,,
11/8/22,6,400,0,3,ALLEGAN,4th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1512,Clark,Curtis,Michael,,415,,,
11/8/22,6,400,0,11,BERRIEN,4th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1486,Alfonso,Joseph,,,11025,,,
11/8/22,6,400,0,11,BERRIEN,4th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1420,Huizenga,Bill,,,11362,,,E
11/8/22,6,400,0,11,BERRIEN,4th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1504,Wenke,Lorence,,,327,,,
11/8/22,6,400,0,11,BERRIEN,4th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1512,Clark,Curtis,Michael,,171,,,
11/8/22,6,400,0,13,CALHOUN,4th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1486,Alfonso,Joseph,,,13154,,,
11/8/22,6,400,0,13,CALHOUN,4th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1420,Huizenga,Bill,,,15635,,,E
11/8/22,6,400,0,13,CALHOUN,4th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1504,Wenke,Lorence,,,1014,,,
11/8/22,6,400,0,13,CALHOUN,4th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1512,Clark,Curtis,Michael,,295,,,
11/8/22,6,400,0,39,KALAMAZOO,4th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1486,Alfonso,Joseph,,,58903,,,
11/8/22,6,400,0,39,KALAMAZOO,4th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1420,Huizenga,Bill,,,42693,,,E
11/8/22,6,400,0,39,KALAMAZOO,4th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1504,Wenke,Lorence,,,3800,,,
11/8/22,6,400,0,39,KALAMAZOO,4th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1512,Clark,Curtis,Michael,,660,,,
11/8/22,6,400,0,70,OTTAWA,4th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1486,Alfonso,Joseph,,,29474,,,
11/8/22,6,400,0,70,OTTAWA,4th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1420,Huizenga,Bill,,,60277,,,E
11/8/22,6,400,0,70,OTTAWA,4th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1504,Wenke,Lorence,,,1293,,,
11/8/22,6,400,0,70,OTTAWA,4th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1512,Clark,Curtis,Michael,,429,,,
11/8/22,6,400,0,80,VAN BUREN,4th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1486,Alfonso,Joseph,,,12470,,,
11/8/22,6,400,0,80,VAN BUREN,4th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1420,Huizenga,Bill,,,17657,,,E
11/8/22,6,400,0,80,VAN BUREN,4th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1504,Wenke,Lorence,,,920,,,
11/8/22,6,400,0,80,VAN BUREN,4th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1512,Clark,Curtis,Michael,,274,,,
11/8/22,6,500,0,11,BERRIEN,5th District Representative in Congress 2 Year Term (1) Position,1,DEM,Democratic,-1466,Goldberg,Bart,,,15223,,,
11/8/22,6,500,0,11,BERRIEN,5th District Representative in Congress 2 Year Term (1) Position,2,REP,Republican,-1443,Walberg,Tim,,,23539,,,E
11/8/22,6,500,0,11,BERRIEN,5th District Representative in Congress 2 Year Term (1) Position,3,LIB,Libertarian,-1499,Peterson,Norman,M.,,603,,,
11/8/22,6,500,0,11,BERRIEN,5th District Representative in Congress 2 Year Term (1) Position,4,UST,US Taxpayers,-1507,Scott,Ezra,,,654,,,
